link_id,link_idx,fair,ref_W1,ref_W3,ref_W4,ref_median,ref_mean,ref_min,ref_max,lift,fold,speed,lanes,length
10316,240,43,49,46,60,49.0,51.666666666666664,46,60,-6.0,0.8775510204081632,13.41,2.0,86.42092460590447
10319,241,3,4,2,1,2.0,2.3333333333333335,1,4,1.0,1.5,11.18,2.0,101.75679564673673
1032,242,1,0,1,0,0.0,0.3333333333333333,0,1,1.0,1.0,13.89,1.0,121.73868240792527
10322,243,159,130,145,133,133.0,136.0,130,145,26.0,1.1954887218045114,17.88,7.0,35.72826876453446
10325,244,41,30,27,35,30.0,30.666666666666668,27,35,11.0,1.3666666666666667,17.88,7.0,101.19954481063144
10327,245,0,1,1,0,1.0,0.6666666666666666,0,1,-1.0,0.0,8.94,2.0,221.6929262699269
1033,246,2,3,1,1,1.0,1.6666666666666667,1,3,1.0,2.0,13.89,1.0,54.69151770662015
10330,247,2,0,0,0,0.0,0.0,0,0,2.0,2.0,13.89,1.0,127.89445232987525
10331,248,2,0,1,0,0.0,0.3333333333333333,0,1,2.0,2.0,13.89,1.0,144.29443373595518
10333,249,2,0,1,1,1.0,0.6666666666666666,0,1,1.0,2.0,13.89,1.0,127.89445232987525
10334,250,2,1,1,0,1.0,0.6666666666666666,0,1,1.0,2.0,13.89,1.0,83.04538785553008
10335,251,3,0,3,0,0.0,1.0,0,3,3.0,3.0,13.89,2.0,434.5789094765691
10336,252,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,88.0033228447795
10337,253,2,0,1,1,1.0,0.6666666666666666,0,1,1.0,2.0,13.89,1.0,83.04538785553008
10338,254,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,2.0,83.67430693876034
10339,255,0,0,2,0,0.0,0.6666666666666666,0,2,0.0,0.0,11.18,2.0,207.56787421243098
1034,256,1,1,2,1,1.0,1.3333333333333333,1,2,0.0,1.0,8.94,2.0,119.82390796103729
10340,257,0,1,2,0,1.0,1.0,0,2,-1.0,0.0,13.89,1.0,109.73224868248981
10341,258,3,0,1,1,1.0,0.6666666666666666,0,1,2.0,3.0,13.89,1.0,88.0033228447795
10342,259,2,0,0,0,0.0,0.0,0,0,2.0,2.0,13.89,2.0,115.34334224287404
